OBJECTID,CDSCode,Status,Charter,Ed_Type,Level,Pb_Prv_BIE,School,District,County,Street,City,State,Zip,Lat,Long,Stacked,Stack_cnt,Source,CDS_uniq,GradesOffered,GradesServed
9436,2.36562E+13,Active,Yes,Traditional,Elementary - High Combination,Public,La Vida Charter,Willits Unified,Mendocino,16201 North Highway 101,Willits,CA,95490-8724,39.318854,-123.308762,No,1,Aerial,2.36562E+13,K-12,K-12
9437,2.37387E+13,Active,No,Traditional,High School,Public,Potter Valley High,Potter Valley Community Unified,Mendocino,10401 Main Street,Potter Valley,CA,95469-0219,39.320543,-123.104669,Yes,4,Mendocino CO Parcels 2011,2.37387E+13,12-Sep,12-Sep
9438,2.36562E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sherwood,Willits Unified,Mendocino,32600 Sherwood Road,Willits,CA,95490-3007,39.521076,-123.454085,No,1,Aerial,2.36562E+13,K-8,K-8
9439,5.47225E+13,Active,No,Traditional,High School,Public,Tulare Union High,Tulare Joint Union High,Tulare,755 East Tulare Avenue,Tulare,CA,93274-4353,36.208376,-119.337826,No,1,Tulare CO Parcels 2011,5.47225E+13,12-Sep,12-Sep
9440,4.97085E+13,Active,Yes,Traditional,Elementary,Public,Loma Vista Immersion Academy,Old Adobe Union,Sonoma,207 Maria Drive,Petaluma,CA,94954-2301,38.255692,-122.626412,No,1,Sonoma CO Parcels; Aerial,4.97085E+13,K-6,K-6
9441,4.97388E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Technology Middle,Cotati-Rohnert Park Unified,Sonoma,7165 Burton Avenue,Rohnert Park,CA,94928-3316,38.33751,-122.70078,No,1,Sonoma CO Parcels,4.97388E+13,8-Jun,8-Jun
9442,4.97388E+13,Active,No,Traditional,Elementary,Public,University Elementary at La Fiesta,Cotati-Rohnert Park Unified,Sonoma,8511 Liman Way,Rohnert Park,CA,94928-4686,38.325069,-122.693449,No,1,Sonoma CO Parcels,4.97388E+13,K-5,K-5
9443,5.17137E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Browns Elementary,Browns Elementary,Sutter,1248 Pacific Avenue,Rio Oso,CA,95674-9618,38.947444,-121.523678,No,1,Sutter CO Parcels 2012,5.17137E+13,K-8,K-8
9444,5.17138E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Franklin Elementary,Franklin Elementary,Sutter,332 North Township Road,Yuba City,CA,95993-9629,39.128308,-121.689863,No,1,Sutter CO Parcels 2012,5.17138E+13,K-8,K-8
9445,5.17142E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Meridian Elementary,Meridian Elementary,Sutter,15898 Central Street,Meridian,CA,95957-0160,39.141931,-121.909631,No,1,Sutter CO Parcels 2012,5.17142E+13,K-8,K-8
9446,5.17143E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pleasant Grove,Pleasant Grove Joint Union,Sutter,3075 Howsley Road,Pleasant Grove,CA,95668-9723,38.823135,-121.504624,No,1,Sutter CO Parcels 2012,5.17143E+13,K-8,K-8
9447,4.61532E+12,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Paradise Charter Middle,Paradise Unified,Butte,6473 Clark Road,Paradise,CA,95928-8319,39.773076,-121.596921,No,1,Butte CO Parcels 2012,4.61532E+12,8-Jun,8-Jun
9448,4.61424E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Wildflower Open Classroom,Chico Unified,Butte,"2414 Cohasset Road, Suite 3",Chico,CA,95926-1318,39.758493,-121.841629,No,1,"Butte CO Parcels 2012, Aerial",4.61424E+12,K-8,K-8
9449,3.16694E+13,Active,No,Traditional,Elementary,Public,Donner Trail Elementary,Tahoe-Truckee Unified,Placer,52755 Donner Pass Road,Kingvale,CA,96161-4951,39.316133,-120.455805,No,1,Aerial,3.16694E+13,K-5,K-5
9450,3.17509E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Western Sierra Collegiate Academy,Rocklin Unified,Placer,660 Menlo Drive,Rocklin,CA,95765-3713,38.812193,-121.298534,Yes,2,Placer CO Parcels 2012,3.17509E+13,12-Jul,12-Jul
9451,5.61056E+13,Active,Yes,Traditional,Elementary - High Combination,Public,River Oaks Academy,Ventura County Office of Education,Ventura,"920 Hampshire Road, Suite X",Westlake Village,CA,91361-2865,34.155202,-118.83051,No,1,Ventura CO Parcels 2011,5.61056E+13,K-12,K-12
9452,5.67376E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sycamore Canyon,Conejo Valley Unified,Ventura,4601 Via Rio,Newbury Park,CA,91320-6872,34.174023,-118.973438,No,1,Ventura CO Parcels 2011,5.67376E+13,K-8,K-8
9453,5.61056E+13,Active,Yes,Traditional,High School,Public,Vista Real Charter High,Ventura County Office of Education,Ventura,"401 South A Street, Suite 3",Oxnard,CA,93030-5278,34.198761,-119.178769,No,1,Aerial,5.61056E+13,12-Sep,12-Sep
9454,9.73784E+12,Active,No,Traditional,Elementary,Public,Otter Creek Elementary,Black Oak Mine Unified,El Dorado,4701 Volcanoville Road,Georgetown,CA,95634-9502,38.976688,-120.723062,No,1,Aerial,9.73784E+12,K-5,K-5
9455,9.61946E+12,Active,No,Traditional,Elementary,Public,Walt Tyler Elementary,Pioneer Union Elementary,El Dorado,6801 Tyler Road,Grizzly Flat,CA,95636,38.640887,-120.525824,No,1,El Dorado CO Parcels 2012,9.61946E+12,K-3,K-2
9456,1.36321E+13,Active,No,Traditional,Elementary,Public,San Pasqual Valley Elementary,San Pasqual Valley Unified,Imperial,"Route 1, 676 Baseline Road",Winterhaven,CA,92283-9801,32.748035,-114.597474,Yes,5,Imperial CO Parcels 2010,1.36321E+13,K-5,K-5
9457,1.36321E+13,Active,No,Traditional,High School,Public,San Pasqual Valley High,San Pasqual Valley Unified,Imperial,"Route1, 676 Baseline Road",Winterhaven,CA,92283,32.748035,-114.597474,Yes,5,Imperial CO Parcels 2010,1.36321E+13,12-Sep,12-Sep
9458,1.66392E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Jefferson Academy,Hanford Elementary,Kings,1264 Middleton Street,Hanford,CA,93230-2827,36.337843,-119.652763,No,1,Kings CO Parcels 2009,1.66392E+13,K-8,K-8
9459,1.66398E+13,Active,Yes,Traditional,High School,Public,Lemoore Middle College High,Lemoore Union High,Kings,555 College Avenue,Lemoore,CA,93245-9248,36.292679,-119.823258,No,1,Kings CO Parcels 2009,1.66398E+13,12-Sep,12-Sep
9460,2.86626E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Howell Mountain Elementary,Howell Mountain Elementary,Napa,525 White Cottage Road North,Angwin,CA,94508-9768,38.583199,-122.45038,No,1,Napa CO Parcels 2011,2.86626E+13,K-8,K-8
9461,2.86628E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pope Valley Elementary,Pope Valley Union Elementary,Napa,6200 Pope Valley Road,Pope Valley,CA,94567-0167,38.623241,-122.438923,No,1,Napa CO Parcels 2020,2.86628E+13,K-8,K-8
9462,2.96633E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Lyman Gilmore Middle,Grass Valley Elementary,Nevada,10837 Rough and Ready Highway,Grass Valley,CA,95945-8522,39.221213,-121.075576,Yes,2,Nevada CO Parcels 2011,2.96633E+13,8-May,8-May
9463,4.16909E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Woodside Elementary,Woodside Elementary,San Mateo,3195 Woodside Road,Woodside,CA,94062-2552,37.427032,-122.258461,No,1,San Mateo CO Parcels 2011,4.16909E+13,K-8,K-8
9464,5.07117E+13,Active,No,Traditional,Elementary,Public,Franklin Elementary,Modesto City Elementary,Stanislaus,120 South Emerald Avenue,Modesto,CA,95351-1197,37.637721,-121.019446,No,1,Stanislaus CO Parcels 2009,5.07117E+13,K-6,K-6
9465,5.07104E+13,Active,No,Traditional,Elementary,Public,Lucas Elementary,Ceres Unified,Stanislaus,3500 Rose Avenue,Ceres,CA,95307-3865,37.585858,-120.942223,No,1,Stanislaus CO Parcels 2009,5.07104E+13,K-6,K-6
9466,5.37651E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Cox Bar Elementary,Trinity Alps Unified,Trinity,304 Corral Bottom Road,Big Bar,CA,96010-0529,40.737397,-123.254193,No,1,"Trinity Co Parcels 2012, Aerial",5.37651E+13,K-8,8-Jul
9467,5.37383E+13,Active,No,Traditional,High School,Public,Southern Trinity High,Southern Trinity Joint Unified,Trinity,600 Van Duzen Road,Mad River,CA,95526-9511,40.455281,-123.529533,Yes,4,Trinity CO Parcels 2012,5.37383E+13,12-Sep,12-Sep
9468,5.57241E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mountain High,Summerville Union High,Tuolumne,2 Pinecrest School Road,Pinecrest,CA,95364,38.183782,-120.005211,No,1,Aerial,5.57241E+13,12-Sep,10-Sep
9469,5.77268E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Frances Ellen Watkins Harper Junior High,Davis Joint Unified,Yolo,4000 East Covell Boulevard,Davis,CA,95618-1565,38.562568,-121.701267,No,1,Yolo CO Parcels 2009,5.77268E+13,9-Jul,9-Jul
9470,5.77269E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sacramento Valley Charter,Washington Unified,Yolo,2399 Sellers Way,West Sacramento,CA,95691-3046,38.57559,-121.54103,No,1,Yolo CO Parcels 2009,5.77269E+13,K-8,K-8
9471,5.87275E+13,Active,No,Traditional,Elementary,Public,Lone Tree Elementary,Wheatland,Yuba,123 Beale Highway,Beale AFB,CA,95903,39.1021,-121.333864,Yes,2,Aerial,5.87275E+13,K-5,K-5
9472,5.87275E+13,Active,Yes,Traditional,Elementary,Public,Wheatland Charter Academy,Wheatland,Yuba,123 Beale Highway,Beale AFB,CA,95903,39.1021,-121.333864,Yes,2,Aerial,5.87275E+13,K-5,K-5
9473,7.61721E+12,Active,No,Traditional,High School,Public,Liberty High,Liberty Union High,Contra Costa,850 Second Street,Brentwood,CA,94513-1132,37.936153,-121.692317,No,1,Contra Costa CO Parcels 2009,7.61721E+12,12-Sep,12-Sep
9474,1.56363E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Peak to Peak Mountain Charter,Maricopa Unified,Kern,19009 Cerro Noroeste Road,Pine Mountain Club,CA,93222,34.856431,-119.209504,No,1,Aerial,1.56363E+13,K-8,K-8
9475,3.56746E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Cienega Elementary,Cienega Union Elementary,San Benito,11936 Cienega Road,Hollister,CA,95023-9697,36.729574,-121.361179,No,1,San Benito CO Parcels 2009; Aerial,3.56746E+13,K-8,K-8
9476,4.57004E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Indian Springs Elementary,Indian Springs Elementary,Shasta,25299 Big Bend Road,Big Bend,CA,96011-0070,41.01577,-121.907312,No,1,Shasta CO Parcels 2009; Aerial,4.57004E+13,K-8,K-8
9477,1.07381E+13,Active,No,Traditional,Elementary,Public,Hazel M. Bailey Primary,Firebaugh-Las Deltas Unified,Fresno,1691 Q Street,Firebaugh,CA,93622-9711,36.854205,-120.445753,No,1,Fresno CO Parcels 2012; Pilot Project Shapefile,1.07381E+13,K-2,K-2
9478,1.07381E+13,Active,No,Community Day School,High School,Public,Firebaugh Community Day,Firebaugh-Las Deltas Unified,Fresno,1666 Saipan Avenue,Firebaugh,CA,93622-2438,36.852311,-120.445843,Yes,2,Fresno CO Parcels 2012; Pilot Project Shapefile,1.07381E+13,12-Apr,12-Sep
9479,4.61425E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Chico Junior High,Chico Unified,Butte,280 Memorial Way,Chico,CA,95926-3921,39.734155,-121.839131,No,1,2016 CDE Schools database,4.61425E+12,8-Jun,8-Jun
9480,7.61804E+12,Active,No,Traditional,Elementary,Public,Bella Vista Elementary,San Ramon Valley Unified,Contra Costa,1050 Trumpet Vine Lane,San Ramon,CA,94582,37.752687,-121.918831,No,1,2016 CDE Schools database,7.61804E+12,K-5,K-5
9481,2.46579E+13,Active,No,Traditional,High School,Public,El Capitan High,Merced Union High,Merced,100 West Farmland,Merced,CA,95348-8632,37.365355,-120.470865,No,1,Merced CO Parcels 2020,2.46579E+13,12-Sep,12-Sep
9482,5.17146E+13,Active,No,Traditional,High School,Public,Yuba City High,Yuba City Unified,Sutter,850 B Street,Yuba City,CA,95991-4926,39.129014,-121.622974,Yes,2,Sutter CO Parcels 2020,5.17146E+13,12-Sep,12-Sep
9483,3.66764E+13,Active,No,Traditional,Elementary,Public,Baldwin Lane Elementary,Bear Valley Unified,San Bernardino,44500 Baldwin Lane,Big Bear City,CA,92314,34.251916,-116.827912,Yes,3,San Bernardino CO Parcels 2011,3.66764E+13,K-5,K-5
9484,3.66764E+13,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Big Bear High,Bear Valley Unified,San Bernardino,351 Maple Lane,Big Bear City,CA,92314-9700,34.251916,-116.827912,Yes,3,San Bernardino CO Parcels 2011,3.66764E+13,12-Sep,12-Jul
9485,3.66783E+13,Active,Yes,Traditional,Elementary - High Combination,Public,Riverside Preparatory,Oro Grande,San Bernardino,19121 Third Street,Oro Grande,CA,92368,34.595254,-117.338006,No,1,San Bernardino CO Parcels 2020,3.66783E+13,K-12,K-12
9486,4.36967E+13,Pending,No,Traditional,Elementary,Public,Abram Agnew Elementary,Santa Clara Unified,Santa Clara,3534 Zanker Road,San Jose,CA,95134,37.407857,-121.933134,Yes,3,"Santa Clara CO Parcels 2020, District notice",4.36967E+13,K-5,No Data
9487,4.36967E+13,Pending,No,Traditional,Intermediate/Middle/Junior High,Public,Dolores Huerta Middle,Santa Clara Unified,Santa Clara,3556 Zanker Road,San Jose,CA,95134,37.407857,-121.933134,Yes,3,"Santa Clara CO Parcels 2020, District notice",4.36967E+13,8-Jun,No Data
9488,TBD,Pending,No,Traditional,High School,Public,TBD,Santa Clara Unified,Santa Clara,3500 Zanker Road,San Jose,CA,95134,37.407857,-121.933134,Yes,3,"Santa Clara CO Parcels 2020, District notice",TBD,<Null>,<Null>
9489,3.66761E+13,Active,No,Traditional,Elementary,Public,Barstow Fine Arts Academy,Barstow Unified,San Bernardino,500 South Avenue G,Barstow,CA,92311,34.88994,-117.044433,No,1,San Bernardino CO Parcels 2020,3.66761E+13,K-6,K-6
9490,3.16693E+13,Active,No,Traditional,High School,Public,West Park High,Roseville Joint Union High,Placer,2401 Panther Place,Roseville,CA,95747,38.785128,-121.37302,No,1,Placer CO Parcels 2020,3.16693E+13,12-Sep,No Data
9491,3.37524E+13,Active,No,Traditional,High School,Public,Orange Vista High,Val Verde Unified,Riverside,1400 East Orange Avenue,Perris,CA,92571-3789,33.813845,-117.196266,No,1,Riverside CO Parcels 2020,3.37524E+13,12-Sep,12-Sep
9492,4.16905E+13,Active,No,Alternative School of Choice,High School,Public,Peninsula High,San Mateo Union High,San Mateo,300 Piedmont Avenue,San Bruno,CA,94066-3906,37.613341,-122.42818,Yes,2,San Mateo CO Parcels 2020,4.16905E+13,12-Sep,12-Oct
9493,4.16905E+13,Active,No,Continuation School,High School,Public,Peninsula High (Continuation),San Mateo Union High,San Mateo,300 Piedmont Avenue,San Bruno,CA,94066-3906,37.613341,-122.42818,Yes,2,San Mateo CO Parcels 2020,4.16905E+13,12-Sep,12-Oct
9494,3.37368E+13,Active,No,Continuation School,High School,Public,La Familia Continuation High,Coachella Valley Unified,Riverside,56-615 Olive Street,Thermal,CA,92274,33.637007,-116.143927,No,1,Riverside CO Parcels 2020,3.37368E+13,12-Oct,12-Nov
9495,3.07365E+13,Active,No,Traditional,High School,Public,Portola High,Irvine Unified,Orange,1001 Cadence,Irvine,CA,92618-0833,33.672768,-117.712893,No,1,Orange CO Parcels 2020,3.07365E+13,12-Sep,12-Sep
9496,TBD,Pending,<Null>,<Null>,Intermediate/Middle/Junior High,Public,TBD,San Jacinto Unified School District,Riverside,425 N Lyon Ave,San Jacinto,CA,92582,33.792849,-116.987202,Yes,3,Riverside CO Parcels 2020,TBD,<Null>,<Null>
9497,1.57391E+13,Active,No,Traditional,Elementary,Public,Horizon Elementary,McFarland Unified,Kern,800 South Garzoli Avenue,McFarland,CA,93250-1304,35.665302,-119.23871,No,1,Kern CO Parcels 2020,1.57391E+13,K-6,K-6
9498,2.76616E+13,Active,No,Traditional,High School,Public,Rancho San Juan High,Salinas Union High,Monterey,1100 Rogge Road,Salinas,CA,93906-1307,36.728445,-121.629191,No,1,Monterey CO Parcels 2020,2.76616E+13,12-Sep,12-Sep
9499,4.16892E+13,Active,No,Traditional,High School,Public,Westmoor High,Jefferson Union High,San Mateo,131 Westmoor Avenue,Daly City,CA,94015-3843,37.682587,-122.482324,No,1,San Mateo CO Parcels 2020; County Land Use Data,4.16892E+13,12-Sep,12-Sep
9500,3.36721E+13,Pending,No,Traditional,High School,Public,Liberty High,Perris Union High,Riverside,32255 Leon Road,Winchester,CA,92596,33.651329,-117.121227,No,1,Riverside CO Parcels 2020,3.36721E+13,12-Sep,No Data
9501,1.56349E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,General Shafter Elementary,General Shafter Elementary,Kern,1825 Shafter Road,Bakersfield,CA,93313-9766,35.221254,-119.023724,No,1,Kern CO Parcels 2020,1.56349E+13,K-8,K-8
9502,5.67376E+13,Active,No,Continuation School,High School,Public,Conejo Valley High (Continuation),Conejo Valley Unified,Ventura,1400 East Janss Road,Thousand Oaks,CA,91362-2198,34.198447,-118.854274,No,1,Ventura CO Parcels 2019,5.67376E+13,12-Sep,12-Sep
9503,7.61705E+12,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Old River Elementary,Knightsen Elementary,Contra Costa,30 Learning Lane,Brentwood,CA,94513-5214,37.935671,-121.620505,No,1,Contra Costa CO Parcels 2019,7.61705E+12,K-8,K-8
9504,2.06524E+13,Active,No,Traditional,High School,Public,Matilda Torres High,Madera Unified,Madera,16645 Road 26,Madera,CA,93638-0830,36.990816,-120.07082,No,1,Madera CO Parcels 2020,2.06524E+13,12-Sep,No Data
9505,2.06524E+13,Active,No,Traditional,Elementary,Public,Virginia Lee Rose Elementary,Madera Unified,Madera,1001 Lilly Street,Madera,CA,93638,36.957898,-120.038821,No,1,Madera CO Parcels 2020,2.06524E+13,K-6,K-6
9506,3.66778E+13,Active,No,Traditional,Elementary,Public,Joshua Tree Elementary,Morongo Unified,San Bernardino,6051 Sunburst Drive,Joshua Tree,CA,92252-2053,34.162219,-116.310661,No,1,San Bernardino CO Parcels 2020,3.66778E+13,K-6,K-6
9507,2.06524E+13,Active,No,Traditional,Elementary,Public,Cesar Chavez Elementary,Madera Unified,Madera,2600 East Pecan,Madera,CA,93638-6042,36.936793,-120.017601,No,1,Madera CO Parcels 2020,2.06524E+13,K-6,K-6
9508,9.61838E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Charter Montessori Valley View Campus,Buckeye Union Elementary,El Dorado,1665 Blackstone Parkway,El Dorado Hills,CA,95762-9570,38.625877,-121.048268,No,1,El Dorado CO Parcels 2020,9.61838E+12,K-8,K-8
9509,1.66399E+13,Active,Yes,Traditional,Elementary,Public,Frontier Elementary,Pioneer Union Elementary,Kings,1854 North Mustang Drive,Hanford,CA,93230-9811,36.345067,-119.688033,No,1,Kings CO Parcels 2020,1.66399E+13,K-5,K-5
9510,3.36712E+13,Active,No,Traditional,Elementary,Public,Taawila Elementary,Menifee Union Elementary,Riverside,30344 Stage Coach Road,Menifee,CA,92586-9128,33.680331,-117.21451,No,1,Riverside CO Parcels 2020,3.36712E+13,K-5,K-5
9511,2.61333E+12,Active,No,Traditional,Elementary,Public,Bear Valley Elementary,Alpine County Unified,Alpine,550 Creekside Drive,Bear Valley,CA,95223-5070,38.468335,-120.038654,No,1,Alpine CO Parcels 2019,2.61333E+12,K-8,K-2
9512,1.61144E+12,Active,No,Traditional,Elementary,Public,Cragmont Elementary,Berkeley Unified,Alameda,830 Regal Road,Berkeley,CA,94708-1308,37.893955,-122.267437,No,1,Alameda CO Parcels 2020,1.61144E+12,K-5,K-5
9513,4.16888E+13,Active,No,Traditional,Elementary,Public,Hoover Elementary,Burlingame Elementary,San Mateo,2220 Summit Drive,Burlingame,CA,94010-6147,37.576548,-122.381301,Yes,2,San Mateo CO Parcels 2020,4.16888E+13,K-5,K-5
9514,3.36709E+13,Active,No,Traditional,Elementary,Public,Camino Real Elementary,Jurupa Unified,Riverside,4655 Camino Real,Jurupa Valley,CA,92509-5419,34.003781,-117.448092,No,1,Riverside CO Parcels 2011,3.36709E+13,K-6,K-6
9515,3.36709E+13,Active,No,Traditional,Elementary,Public,Indian Hills Elementary,Jurupa Unified,Riverside,7750 Linares Avenue,Jurupa Valley,CA,92509-0140,33.974289,-117.451139,No,1,Riverside CO Parcels 2011,3.36709E+13,K-6,K-6
9516,3.36709E+13,Active,No,Traditional,Elementary,Public,Mission Bell Elementary,Jurupa Unified,Riverside,4020 Conning Street,Jurupa Valley,CA,92509-2599,34.016651,-117.501339,No,1,Riverside CO Parcels 2011,3.36709E+13,K-6,K-6
9517,3.36709E+13,Active,No,Traditional,High School,Public,Patriot High,Jurupa Unified,Riverside,4355 Camino Real,Jurupa Valley,CA,92509-3455,34.008268,-117.450969,No,1,Riverside CO Parcels 2011,3.36709E+13,12-Sep,12-Sep
9518,3.36709E+13,Active,No,Traditional,High School,Public,Rubidoux High,Jurupa Unified,Riverside,4250 Opal Street,Jurupa Valley,CA,92509-7251,34.000429,-117.423604,No,1,Riverside CO Parcels 2011,3.36709E+13,12-Sep,12-Sep
9519,1.61177E+12,Active,No,Traditional,Elementary,Public,James Leitch Elementary,Fremont Unified,Alameda,47100 Fernald Street,Fremont,CA,94539-7005,37.48758,-121.922507,No,1,Alameda CO Parcels 2011,1.61177E+12,K-2,K-2
9520,1.61177E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,John M. Horner Middle,Fremont Unified,Alameda,4350 Irvington Avenue,Fremont,CA,94538-4202,37.529072,-121.964597,Yes,2,Alameda CO Parcels 2011,1.61177E+12,8-Jun,8-Jul
9521,1.61259E+12,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,"Oakland Military Institute, College Preparatory Academy",Oakland Unified,Alameda,3877 Lusk Street,Oakland,CA,94608-3822,37.829301,-122.27327,No,1,Alameda CO Parcels 2011,1.61259E+12,12-Jun,12-Jun
9522,1.61259E+12,Active,No,Traditional,High School,Public,Oakland Technical High,Oakland Unified,Alameda,4351 Broadway,Oakland,CA,94611-4612,37.832272,-122.255456,No,1,Alameda CO Parcels 2011,1.61259E+12,12-Sep,12-Sep
9523,1.6126E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Bret Harte Middle,Oakland Unified,Alameda,3700 Coolidge Avenue,Oakland,CA,94602-3309,37.79924,-122.206789,No,1,Alameda CO Parcels 2011,1.6126E+12,9-Jun,9-Jun
9524,1.6126E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,ASCEND,Oakland Unified,Alameda,3709 East 12th Street,Oakland,CA,94601-4001,37.773608,-122.221451,No,1,Alameda CO Parcels 2011,1.6126E+12,K-8,K-8
9525,1.61176E+12,Active,No,Traditional,High School,Public,Washington High,Fremont Unified,Alameda,38442 Fremont Boulevard,Fremont,CA,94536-6031,37.55327,-121.993041,No,1,Alameda CO Parcels 2011,1.61176E+12,12-Sep,12-Sep
9526,1.10017E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Community School for Creative Education,Alameda County Office of Education,Alameda,2111 International Boulevard,Oakland,CA,94606-4903,37.784653,-122.238651,No,1,Alameda CO Parcels 2020,1.10017E+12,K-8,K-8
9527,3.36709E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Del Sol Academy,Jurupa Unified,Riverside,11626 Forsythia Street,Jurupa Valley,CA,91752-5003,33.997379,-117.536691,No,1,Riverside CO Parcels 2020,3.36709E+13,K-8,K-8
9528,1.10017E+12,Active,No,Juvenile Court School,Intermediate/Middle/Junior High - High Combination,Public,Alameda County Juvenile Hall/Court,Alameda County Office of Education,Alameda,2500 Fairmont Avenue,San Leandro,CA,94578-1005,37.716051,-122.118401,No,1,Alameda CO Parcels 2020,1.10017E+12,K-12,12-Aug
9529,1.10017E+12,Active,Yes,Traditional,Elementary - High Combination,Public,Connecting Waters Charter - East Bay,Alameda County Office of Education,Alameda,703 C Street,Union City,CA,94587-2195,37.603789,-122.025123,No,1,Alameda CO Parcels 2020,1.10017E+12,K-12,K-12
9530,1.10017E+12,Active,Yes,County Community School,High School,Public,Opportunity Academy,Alameda County Office of Education,Alameda,2300 International Boulevard,Oakland,CA,94601-1019,37.783488,-122.23539,No,1,Alameda CO Parcels 2020,1.10017E+12,12-Oct,12-Oct
9531,1.10017E+12,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Aurum Preparatory Academy,Alameda County Office of Education,Alameda,1034 66th Avenue,Oakland,CA,94621-3536,37.758523,-122.19625,No,1,Alameda CO Parcels 2020,1.10017E+12,8-Jun,7-Jun
9532,1.10017E+12,Active,Yes,Traditional,Elementary,Public,Hayward Collegiate Charter,Alameda County Office of Education,Alameda,166 West Harder Road,Hayward,CA,94544-2742,37.647963,-122.082389,No,1,Alameda CO Parcels 2020,1.10017E+12,K-6,K-1
9533,1.61176E+12,Pending,No,Traditional,Elementary,Public,Lila Bringhurst,Fremont Unified,Alameda,45051 Wisdom Road,Fremont,CA,94538,37.500862,-121.945524,No,1,Alameda CO Parcels 2020,1.61176E+12,K-5,No Data
9534,1.61176E+12,Pending,No,Traditional,Elementary,Public,Carmen R. Meléndez,Fremont Unified,Alameda,5203 Curtis Street,Fremont,CA,94538,37.521838,-121.980494,No,1,Alameda CO Parcels 2020,1.61176E+12,K-6,No Data
9535,1.61192E+12,Active,No,Special Education School,Elementary,Public,Highland,Hayward Unified,Alameda,2021 Highland Boulevard,Hayward,CA,94540-0001,37.661144,-122.056506,No,1,Alameda CO Parcels 2020,1.61192E+12,K-12,6-Jan
9536,1.612E+12,Active,No,Traditional,Elementary,Public,Lawrence Elementary,Livermore Valley Joint Unified,Alameda,2451 Portola Avenue,Livermore,CA,94551-1756,37.690077,-121.770604,No,1,Alameda CO Parcels 2020,1.612E+12,K-5,K-5
9537,1.97531E+13,Active,Yes,Traditional,High School,Public,Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,"43145 Business Center, Suite 102-103",Lancaster,CA,93535-4564,34.666904,-118.130559,No,1,Los Angeles CO Parcels 2020,1.97531E+13,12-Aug,12-Sep
9538,3.36698E+13,Active,No,Special Education School,Intermediate/Middle/Junior High - High Combination,Public,Summit Secondary,Alvord Unified,Riverside,10368 Campbell Avenue,Riverside,CA,92505-1308,33.935586,-117.481338,Yes,3,Riverside CO Parcels 2020,3.36698E+13,12-Jun,11-Jul
9539,5.07104E+13,Active,No,Special Education School,High School,Public,Ceres Special Education,Ceres Unified,Stanislaus,2503 Lawrence Street,Ceres,CA,95307-3301,37.591604,-120.949474,Yes,3,Stanislaus CO Parcels 2019,5.07104E+13,K-12,12
9540,1.96421E+13,Active,No,Traditional,High School,Public,ABC Adult,ABC Unified,Los Angeles,12254 Cuesta Drive,Cerritos,CA,90703-2801,33.877925,-118.070287,Yes,2,Los Angeles CO Parcels 2009,1.96421E+13,Adult,12
